Nombre Cliente;Genero;Pais;Precio USD;Unidades Vendidas;Fecha Venta;Familia de Productos;Año;Ventas
Amanda Bates;No especificado;Colombia;689.88;9;1/09/2026;Televisores;2026;6208.92
Benjamin Stone;Femenino;Alemania;429.25;5;1/09/2026;Cámaras;2026;2146.25
Richard Hinton;Femenino;Brasil;337.37;6;1/09/2026;Consolas;2026;2024.22
Tina Dalton;Femenino;Argentina;304.75;5;1/09/2026;Desktops;2026;1523.75
Julie Smith;Masculino;Francia;863.18;2;1/09/2026;Smartphones;2026;1726.36
Jennifer Gardner;Masculino;Mexico;402.48;2;1/09/2026;Smartphones;2026;804.96
Christine Nguyen;Masculino;Alemania;682.98;2;1/09/2026;Televisores;2026;1365.96
Terri Lynch;Femenino;Francia;580.68;6;1/09/2026;Consolas;2026;3484.08
Daniel Gordon;Femenino;Mexico;455.24;10;1/09/2026;Tablets;2026;4552.4
Alexander Beck;Femenino;Italia;84.48;5;1/09/2026;Smartphones;2026;422.4
Debbie Wilkins;Femenino;Argentina;693.13;8;1/09/2026;Laptops;2026;5545.04
Dr. Jenna Hodge;Femenino;Brasil;809.91;4;1/09/2026;Tablets;2026;3239.64
Phillip Small;Femenino;Colombia;770.44;3;1/09/2026;Smartphones;2026;2311.32
Mark Roberts;No especificado;Mexico;233.01;2;1/09/2026;Tablets;2026;466.02
Barry Lane;Femenino;Italia;614.17;10;1/09/2026;Televisores;2026;6141.7
Emily Bradley;Masculino;Alemania;822.38;1;1/09/2026;Consolas;2026;822.38
Douglas Hicks;Femenino;España;734.54;8;1/09/2026;Tablets;2026;5876.32
Phillip Baker;Masculino;Italia;151.45;9;1/09/2026;Laptops;2026;1363.05
Kimberly Walls;Femenino;Mexico;602.31;10;1/09/2026;Smartphones;2026;6023.1
Lauren Moore;Masculino;Colombia;650.33;2;1/09/2026;Consolas;2026;1300.66
Jared Krause;No especificado;España;102.4;7;1/09/2026;Consolas;2026;716.8
Dale Wood;Masculino;Italia;537.31;2;1/09/2026;Laptops;2026;1074.62
Alexandra Porter;No especificado;Argentina;747.02;10;1/09/2026;Smartphones;2026;7470.2
Andrew Rodriguez;Femenino;Argentina;984.2;6;1/09/2026;Smartphones;2026;5905.2
Nicholas Hudson;No especificado;Mexico;155.12;6;1/09/2026;Consolas;2026;930.72
Lisa Miles;Masculino;Mexico;653.38;5;1/09/2026;Laptops;2026;3266.9
Kathleen Castillo;Masculino;Alemania;536.89;10;1/09/2026;Tablets;2026;5368.9
Anthony Wilson;Femenino;Mexico;240.56;7;1/09/2026;Televisores;2026;1683.92
Patricia French;No especificado;Colombia;639.94;5;1/09/2026;Desktops;2026;3199.7
Steven Lewis;No especificado;Mexico;543.27;3;1/09/2026;Televisores;2026;1629.81
April Valdez;Femenino;USA;552.79;1;1/09/2026;Desktops;2026;552.79
Alexa Ayers;Masculino;Brasil;92.93;1;1/09/2026;Desktops;2026;92.93
Rachel Smith;Masculino;España;303.16;1;1/09/2026;Laptops;2026;303.16
Jason Bass;Femenino;USA;613.72;8;1/09/2026;Consolas;2026;4909.76
Michael Bass;Masculino;Francia;499.33;1;1/09/2026;Desktops;2026;499.33
Travis Jones;No especificado;Francia;117.74;5;1/09/2026;Televisores;2026;588.7
Jacob Schmidt;Masculino;Alemania;273.64;3;1/09/2026;Tablets;2026;820.92
Melissa Hartman;No especificado;Colombia;138.82;3;1/09/2026;Televisores;2026;416.46
Amy Mckee;Masculino;Canada;874.83;4;1/09/2026;Tablets;2026;3499.32
Connie Mckenzie;Femenino;Argentina;464.97;2;1/09/2026;Tablets;2026;929.94
Debbie Sampson;Femenino;USA;736.82;2;1/09/2026;Desktops;2026;1473.64
Melissa Frost;Masculino;Colombia;106.08;8;1/09/2026;Desktops;2026;848.64
Adam Rowland;Femenino;USA;397.6;10;1/09/2026;Tablets;2026;3976
Ashley Thomas;No especificado;Colombia;481.34;10;1/09/2026;Tablets;2026;4813.4
Jerry Guerra;Masculino;Argentina;745.65;1;1/09/2026;Consolas;2026;745.65
Mary Conner;Femenino;Brasil;297.25;9;1/09/2026;Televisores;2026;2675.25
Jennifer Perez;Masculino;USA;645.61;10;1/09/2026;Consolas;2026;6456.1
Shelley Johnson;Femenino;USA;162.75;7;1/09/2026;Tablets;2026;1139.25
James Garcia;Masculino;Colombia;929.36;6;1/09/2026;Televisores;2026;5576.16
Joseph Joyce;Femenino;Canada;208.42;9;1/09/2026;Smartphones;2026;1875.78
Stacy Ramirez;No especificado;Brasil;424.19;8;1/09/2026;Consolas;2026;3393.52
Anthony Jones;No especificado;Italia;133.91;2;1/09/2026;Tablets;2026;267.82
Scott Smith;Femenino;Canada;322.85;3;1/09/2026;Smartphones;2026;968.55
Gabrielle Jimenez;Femenino;USA;635.45;7;1/09/2026;Laptops;2026;4448.15
Brittany Wagner;Masculino;Alemania;365.09;3;1/09/2026;Tablets;2026;1095.27
Paul Hurley;Femenino;Italia;207.37;4;1/09/2026;Desktops;2026;829.48
Regina Hernandez;No especificado;Argentina;258.82;7;1/09/2026;Cámaras;2026;1811.74
Mr. Bradley Thomas;No especificado;USA;739.77;7;1/09/2026;Consolas;2026;5178.39
Dawn Hicks;Masculino;Alemania;886.02;10;1/09/2026;Cámaras;2026;8860.2
Joshua Estes;Masculino;Canada;862.69;4;1/09/2026;Desktops;2026;3450.76
Carla Jones;Masculino;Brasil;936.76;2;1/09/2026;Laptops;2026;1873.52
Cynthia Anderson;Femenino;España;922.18;9;1/09/2026;Smartphones;2026;8299.62
Shannon Swanson;Masculino;Italia;705.91;10;1/09/2026;Tablets;2026;7059.1
Wayne Schneider;No especificado;Brasil;803.85;1;1/09/2026;Smartphones;2026;803.85
Tracie Smith;Femenino;Canada;933.15;9;1/09/2026;Tablets;2026;8398.35
Allen Davis;No especificado;España;188.02;4;1/09/2026;Tablets;2026;752.08
Jacob Swanson;Femenino;Canada;152.54;1;1/09/2026;Consolas;2026;152.54
Kimberly Johnson;Femenino;Mexico;237.59;5;1/09/2026;Televisores;2026;1187.95
Tonya Johnson;Femenino;Colombia;353.87;9;1/09/2026;Tablets;2026;3184.83
Melissa Cochran;Masculino;USA;258.32;8;1/09/2026;Consolas;2026;2066.56
Natasha Day;No especificado;USA;173.45;8;1/09/2026;Laptops;2026;1387.6
Joy Anderson;No especificado;Francia;791.52;5;1/09/2026;Consolas;2026;3957.6
Joshua Brown;Masculino;Brasil;501.49;2;1/09/2026;Smartphones;2026;1002.98
Connie Reynolds;Femenino;Canada;849.89;1;1/09/2026;Consolas;2026;849.89
Richard Bryant;Masculino;USA;241.84;9;1/09/2026;Cámaras;2026;2176.56
John Johnson;Masculino;Canada;324.13;3;1/09/2026;Televisores;2026;972.39
Dr. Katherine Miller;No especificado;Argentina;822.36;6;1/09/2026;Smartphones;2026;4934.16
Donna Moreno;Masculino;Italia;292.89;2;1/09/2026;Laptops;2026;585.78
Philip Johnson;Masculino;Canada;385.77;1;1/09/2026;Tablets;2026;385.77
Willie Smith;Femenino;Francia;183.9;9;1/09/2026;Televisores;2026;1655.1
Michelle Johnson;No especificado;Francia;858.4;2;1/09/2026;Cámaras;2026;1716.8
Mr. Ian Tucker;No especificado;Francia;799.29;3;1/09/2026;Smartphones;2026;2397.87
Manuel Anderson;Femenino;Mexico;619.85;6;1/09/2026;Cámaras;2026;3719.1
Paul Wilson;No especificado;USA;640.4;7;1/09/2026;Televisores;2026;4482.8
Aaron Mccoy;Femenino;Canada;278.2;7;1/09/2026;Televisores;2026;1947.4
Brittney Miranda;Masculino;Colombia;649.97;1;1/09/2026;Smartphones;2026;649.97
Lindsay Banks;Masculino;USA;608.61;2;1/09/2026;Smartphones;2026;1217.22
Nancy Howell;No especificado;Alemania;343.27;3;1/09/2026;Tablets;2026;1029.81
Matthew Miller;Masculino;Brasil;425.2;2;1/09/2026;Televisores;2026;850.4
Deanna Trevino;Femenino;Alemania;901.61;2;1/09/2026;Cámaras;2026;1803.22
Michael Gonzales;No especificado;Colombia;276.57;4;1/09/2026;Tablets;2026;1106.28
Donna Hunt;No especificado;Francia;670.88;9;1/09/2026;Cámaras;2026;6037.92
Larry Allen;Femenino;Colombia;847.88;6;1/09/2026;Consolas;2026;5087.28
Antonio Jacobs;No especificado;USA;873.99;5;1/09/2026;Televisores;2026;4369.95
Melanie Duncan;Masculino;España;765.82;8;1/09/2026;Cámaras;2026;6126.56
Frank Payne;Femenino;Italia;558.51;7;1/09/2026;Laptops;2026;3909.57
Michael Ingram;No especificado;Brasil;533.23;2;1/09/2026;Smartphones;2026;1066.46
Ryan Long;No especificado;Canada;463.44;6;1/09/2026;Televisores;2026;2780.64
Carl Jones;Masculino;España;616.13;3;1/09/2026;Televisores;2026;1848.39
Matthew Gardner;Masculino;Brasil;352.71;1;1/09/2026;Televisores;2026;352.71
Joshua Mcgrath;Masculino;Francia;793.57;9;1/09/2026;Cámaras;2026;7142.13
Jessica Cole;No especificado;España;772.86;2;1/09/2026;Desktops;2026;1545.72
Abigail Yoder;No especificado;Mexico;156.08;3;1/09/2026;Cámaras;2026;468.24
Matthew Walker;No especificado;Canada;748.22;9;1/09/2026;Smartphones;2026;6733.98
Bryan Marks;Masculino;USA;619.18;8;1/09/2026;Consolas;2026;4953.44
Corey Rubio;No especificado;Brasil;622.97;6;1/09/2026;Tablets;2026;3737.82
John Wolfe;No especificado;Colombia;155.57;7;1/09/2026;Consolas;2026;1088.99
Jason Elliott;No especificado;Colombia;351.72;3;1/09/2026;Smartphones;2026;1055.16
Eduardo Berry;No especificado;Francia;604.55;3;1/09/2026;Laptops;2026;1813.65
Seth Reynolds;Femenino;Canada;562.49;6;1/09/2026;Desktops;2026;3374.94
Christopher Torres;No especificado;Canada;203.51;7;1/09/2026;Consolas;2026;1424.57
Scott Gillespie;Femenino;España;793.28;2;1/09/2026;Laptops;2026;1586.56
Samuel Johnston;No especificado;Colombia;530.14;1;1/09/2026;Desktops;2026;530.14
Daniel Calhoun;No especificado;Argentina;477.71;9;1/09/2026;Cámaras;2026;4299.39
Bradley Rios;Femenino;Brasil;484.1;6;1/09/2026;Tablets;2026;2904.6
Kari Murray;Femenino;Italia;752.88;5;1/09/2026;Desktops;2026;3764.4
Ashley Spencer;No especificado;España;958.53;9;1/09/2026;Consolas;2026;8626.77
Frank Phillips;No especificado;Italia;955.86;8;1/09/2026;Smartphones;2026;7646.88
Samantha Adams;No especificado;España;106.82;7;1/09/2026;Cámaras;2026;747.74
Katherine Davidson;Masculino;Colombia;351.72;8;1/09/2026;Desktops;2026;2813.76
Amanda Fuller;No especificado;Argentina;424.46;8;1/09/2026;Televisores;2026;3395.68
David Ramos;Femenino;Mexico;92.92;10;1/09/2026;Laptops;2026;929.2
Aaron Robinson;Femenino;Francia;198.68;1;1/09/2026;Laptops;2026;198.68
Johnny Spears;No especificado;Mexico;61.46;10;1/09/2026;Smartphones;2026;614.6
Amy Gardner;Femenino;USA;904.85;8;1/09/2026;Laptops;2026;7238.8
Michael Chapman;Masculino;USA;492.64;2;1/09/2026;Laptops;2026;985.28
Amanda Merritt;Femenino;USA;149.78;6;1/09/2026;Desktops;2026;898.68
Elizabeth Lawson;No especificado;USA;525.16;1;1/09/2026;Tablets;2026;525.16
Joshua Harris;Femenino;Canada;678.64;7;1/09/2026;Laptops;2026;4750.48
Danielle Ramirez;Masculino;Brasil;983.98;6;1/09/2026;Consolas;2026;5903.88
Todd Poole;No especificado;Mexico;855.6;3;1/09/2026;Consolas;2026;2566.8
Jeffery Oconnor;Femenino;Colombia;87.64;3;1/09/2026;Cámaras;2026;262.92
Mary Coleman;Femenino;España;323.87;2;1/09/2026;Desktops;2026;647.74
Michael Harrison;No especificado;Mexico;415.49;10;1/09/2026;Tablets;2026;4154.9
Natalie Bennett;No especificado;Brasil;441.47;9;1/09/2026;Televisores;2026;3973.23
Karl Dawson;Masculino;Italia;760.02;1;1/09/2026;Smartphones;2026;760.02
Robert Downs;Masculino;Italia;945.1;3;1/09/2026;Smartphones;2026;2835.3
Jonathan Sanders;Femenino;Brasil;879.4;3;1/09/2026;Smartphones;2026;2638.2
Angel Trevino;No especificado;Canada;286.74;8;1/09/2026;Televisores;2026;2293.92
Zachary Hunter;No especificado;Alemania;483.19;3;1/09/2026;Consolas;2026;1449.57
Adam Jensen;No especificado;España;693.83;4;1/09/2026;Cámaras;2026;2775.32
Robert Berry;Masculino;España;696.9;5;1/09/2026;Televisores;2026;3484.5
Bruce Levine;Masculino;Italia;639.79;1;1/09/2026;Laptops;2026;639.79
Kylie Hughes;Femenino;Canada;414.03;1;1/09/2026;Cámaras;2026;414.03
Kenneth Mason;Masculino;Alemania;824.49;4;1/09/2026;Consolas;2026;3297.96
Andrew Evans;Masculino;España;689.9;4;1/09/2026;Cámaras;2026;2759.6
Jose Carson;No especificado;Mexico;857.22;4;1/09/2026;Cámaras;2026;3428.88
Kathleen Brown;Masculino;USA;802.35;1;1/09/2026;Laptops;2026;802.35
John Love;Femenino;Mexico;568.97;8;1/09/2026;Laptops;2026;4551.76
Jeremy Sanford;No especificado;Argentina;53.45;9;1/09/2026;Tablets;2026;481.05
Joshua Rice;No especificado;Alemania;835.68;8;1/09/2026;Laptops;2026;6685.44
Pamela Carey;No especificado;Colombia;233.44;9;1/09/2026;Cámaras;2026;2100.96
Sandra Newman;Femenino;Canada;807.87;9;1/09/2026;Smartphones;2026;7270.83
Sharon Phillips;Femenino;Alemania;927.59;5;1/09/2026;Desktops;2026;4637.95
Marcus Ramirez;Masculino;Alemania;722.63;6;1/09/2026;Laptops;2026;4335.78
Charles Warren;Femenino;Argentina;110.86;3;1/09/2026;Televisores;2026;332.58
Jonathan Miller;Femenino;Argentina;603.79;9;1/09/2026;Laptops;2026;5434.11
Stefanie Griffith;Masculino;Canada;263.19;2;1/09/2026;Laptops;2026;526.38
Carolyn Neal;No especificado;Brasil;116.09;2;1/09/2026;Smartphones;2026;232.18
Angie Ponce;Masculino;Colombia;193.87;4;1/09/2026;Laptops;2026;775.48
Lauren Norton;Masculino;Mexico;404.67;8;1/09/2026;Cámaras;2026;3237.36
Megan Lin;Masculino;España;533.91;2;1/09/2026;Televisores;2026;1067.82
Andrea Chavez;Masculino;Italia;390.65;1;1/09/2026;Smartphones;2026;390.65
Robert Rivera;Femenino;Colombia;584.66;10;1/09/2026;Cámaras;2026;5846.6
Kara Noble;Masculino;Canada;989.14;1;1/09/2026;Consolas;2026;989.14
Cynthia Jenkins;No especificado;Italia;694.52;4;1/09/2026;Televisores;2026;2778.08
Heather Hernandez;No especificado;USA;849.62;1;1/09/2026;Cámaras;2026;849.62
Chloe Smith;No especificado;Mexico;665.86;6;1/09/2026;Desktops;2026;3995.16
Robert Parsons;Femenino;Colombia;334.15;9;1/09/2026;Laptops;2026;3007.35
Benjamin Garcia;No especificado;USA;985.67;7;1/09/2026;Consolas;2026;6899.69
Ryan Morales;No especificado;Italia;772.39;5;1/09/2026;Cámaras;2026;3861.95
Kim Zamora;Femenino;Colombia;751.34;7;1/09/2026;Televisores;2026;5259.38
Matthew Bell IV;Masculino;USA;427.9;5;1/09/2026;Desktops;2026;2139.5
Rebecca Dougherty;Femenino;España;563.59;7;1/09/2026;Cámaras;2026;3945.13
Joshua Harmon;No especificado;Canada;959.18;4;1/09/2026;Televisores;2026;3836.72
Jason Gonzalez;No especificado;Argentina;905.3;6;1/09/2026;Desktops;2026;5431.8
Ricardo Graham;Femenino;Colombia;337.23;7;1/09/2026;Televisores;2026;2360.61
Michelle King;No especificado;Italia;589.18;9;1/09/2026;Tablets;2026;5302.62
Omar Walker;Femenino;Mexico;580.61;9;1/09/2026;Smartphones;2026;5225.49
Stacey Smith;Masculino;España;654.11;4;1/09/2026;Desktops;2026;2616.44
Michael Ayala;Femenino;Mexico;973.02;6;1/09/2026;Consolas;2026;5838.12
Cody Hull;No especificado;Argentina;149.77;3;1/09/2026;Cámaras;2026;449.31
Daniel Holland;Masculino;Brasil;557.48;9;1/09/2026;Tablets;2026;5017.32
Cindy Hayes;Femenino;Colombia;81.79;8;1/09/2026;Smartphones;2026;654.32
Madison Tate;Masculino;Mexico;839.78;4;1/09/2026;Tablets;2026;3359.12
Jeremy Summers;No especificado;España;901.2;6;1/09/2026;Desktops;2026;5407.2
Eric Watkins;No especificado;Brasil;169.47;1;1/09/2026;Laptops;2026;169.47
Joshua Smith;Femenino;Francia;901.11;1;1/09/2026;Smartphones;2026;901.11
Nancy Walters;Masculino;Brasil;57.04;4;1/09/2026;Smartphones;2026;228.16
Carla Nelson;No especificado;Italia;610.99;6;1/09/2026;Cámaras;2026;3665.94
Wendy Williams;No especificado;Canada;77.95;7;1/09/2026;Televisores;2026;545.65
Nathan Bell;Femenino;Argentina;877.2;7;1/09/2026;Smartphones;2026;6140.4
Stacy Vaughan;Femenino;Francia;433.8;8;1/09/2026;Televisores;2026;3470.4
Ashlee Potter;Masculino;Francia;918.4;3;1/09/2026;Consolas;2026;2755.2
Chris Griffith;No especificado;España;988.16;1;1/09/2026;Cámaras;2026;988.16
Shannon Maynard;Femenino;Canada;524.02;4;1/09/2026;Smartphones;2026;2096.08
Eduardo Mosley;Masculino;Francia;402.9;3;1/09/2026;Desktops;2026;1208.7
James White;Femenino;Brasil;918.15;7;1/09/2026;Consolas;2026;6427.05
Leslie Zimmerman;Femenino;Colombia;819.84;10;1/09/2026;Cámaras;2026;8198.4
Laura Lewis;Masculino;España;377.87;8;1/09/2026;Desktops;2026;3022.96
Justin Burns;No especificado;Francia;626.02;3;1/09/2026;Smartphones;2026;1878.06
Judy Lee;Femenino;Italia;911.85;1;1/09/2026;Consolas;2026;911.85
Melissa Tran;Femenino;Francia;71.12;2;1/09/2026;Smartphones;2026;142.24
Gregory Johnson;Masculino;Argentina;643.52;8;1/09/2026;Televisores;2026;5148.16
David Thornton;Femenino;Argentina;677.37;9;1/09/2026;Smartphones;2026;6096.33
Marilyn Murray;Femenino;Canada;628.87;7;1/09/2026;Cámaras;2026;4402.09
Christina Williams;Femenino;Argentina;170.76;1;1/09/2026;Televisores;2026;170.76
Timothy Figueroa;Masculino;Colombia;786.81;5;1/09/2026;Smartphones;2026;3934.05
Charles Foster;Masculino;Mexico;812.32;5;1/09/2026;Consolas;2026;4061.6
Lisa Bradshaw;Femenino;Brasil;866.14;2;1/09/2026;Smartphones;2026;1732.28
Thomas Mccarthy DVM;Masculino;Francia;850.71;4;1/09/2026;Televisores;2026;3402.84
Nancy Mills;Femenino;Argentina;551.16;3;1/09/2026;Consolas;2026;1653.48
Hannah Walker;No especificado;Mexico;977.29;5;1/09/2026;Cámaras;2026;4886.45
Charles Tran;Masculino;España;883.16;10;1/09/2026;Desktops;2026;8831.6
Melissa Bell;Femenino;Canada;786.21;7;1/09/2026;Laptops;2026;5503.47
Dr. Jessica Miller;No especificado;España;169.11;2;1/09/2026;Desktops;2026;338.22
Adam Gomez;No especificado;Canada;331.56;6;1/09/2026;Desktops;2026;1989.36
Diane Hawkins;Femenino;Francia;70.11;8;1/09/2026;Laptops;2026;560.88
Brian Graham;Masculino;Mexico;836.25;9;1/09/2026;Smartphones;2026;7526.25
Lisa Harvey;Femenino;Argentina;117.74;7;1/09/2026;Cámaras;2026;824.18
Dr. Patrick Carter;Masculino;Francia;939.82;10;1/09/2026;Tablets;2026;9398.2
Amy Smith;Femenino;USA;617.7;8;1/09/2026;Smartphones;2026;4941.6
James Burgess;No especificado;Brasil;174.12;8;1/09/2026;Desktops;2026;1392.96
Henry Osborne;No especificado;Colombia;248.71;6;1/09/2026;Laptops;2026;1492.26
Valerie Shelton;Femenino;Alemania;948.87;3;1/09/2026;Cámaras;2026;2846.61
Charles Case;No especificado;Argentina;463.84;8;1/09/2026;Desktops;2026;3710.72
Eric Garcia;No especificado;USA;454.86;9;1/09/2026;Laptops;2026;4093.74
Sandra Bradley;No especificado;Colombia;173.85;5;1/09/2026;Desktops;2026;869.25
Shannon Flores;Masculino;Argentina;230.53;4;1/09/2026;Tablets;2026;922.12
Matthew Hernandez;Femenino;Brasil;295.46;4;1/09/2026;Smartphones;2026;1181.84
Ricky Mata;Masculino;Francia;464.69;9;1/09/2026;Televisores;2026;4182.21
Timothy May;No especificado;USA;75;5;1/09/2026;Laptops;2026;375
Pamela Mitchell;Masculino;Brasil;481.75;6;1/09/2026;Desktops;2026;2890.5
Diana Flores;Masculino;Italia;961.64;5;1/09/2026;Consolas;2026;4808.2
Justin Thompson;No especificado;España;321.15;9;1/09/2026;Smartphones;2026;2890.35
Terri Carroll;No especificado;España;852.49;10;1/09/2026;Cámaras;2026;8524.9
Mary Steele;Masculino;España;112.72;5;1/09/2026;Smartphones;2026;563.6
Justin Curtis;Femenino;Francia;747.81;9;1/09/2026;Cámaras;2026;6730.29
Jeffrey Ellison;Masculino;Colombia;260.82;4;1/09/2026;Desktops;2026;1043.28
Steven Pearson;No especificado;Canada;785.89;3;1/09/2026;Televisores;2026;2357.67
David Gates;No especificado;Argentina;230.48;8;1/09/2026;Consolas;2026;1843.84
Allen Williams;Masculino;Canada;800.85;5;1/09/2026;Desktops;2026;4004.25
Jean Maxwell;No especificado;Canada;81.59;4;1/09/2026;Tablets;2026;326.36
Aaron Myers;No especificado;USA;824.99;4;1/09/2026;Cámaras;2026;3299.96
Audrey Wilson;No especificado;Colombia;909.13;5;1/09/2026;Televisores;2026;4545.65
Grace Rodriguez;Femenino;Brasil;487.41;4;1/09/2026;Tablets;2026;1949.64
Charles Heath;Masculino;Canada;733.68;10;1/09/2026;Televisores;2026;7336.8
Eric Trevino;No especificado;España;315.02;3;1/09/2026;Cámaras;2026;945.06
Michael Larson;Femenino;Mexico;824.26;4;1/09/2026;Tablets;2026;3297.04
Paula Lane;No especificado;Canada;235.99;3;1/09/2026;Televisores;2026;707.97
Nicole Perez;Femenino;Brasil;210.16;10;1/09/2026;Smartphones;2026;2101.6
Elizabeth Roberts;Masculino;España;543.22;2;1/09/2026;Televisores;2026;1086.44
Mr. Michael Hill;Masculino;España;409.25;9;1/09/2026;Desktops;2026;3683.25
William Haley;Masculino;Argentina;105.96;8;1/09/2026;Laptops;2026;847.68
Luis Miller;No especificado;Francia;278.86;4;1/09/2026;Consolas;2026;1115.44
Denise Parrish;Femenino;Mexico;93.57;3;1/09/2026;Laptops;2026;280.71
Dominic Wilcox;Masculino;Brasil;783.75;5;1/09/2026;Televisores;2026;3918.75
Alexis Roberts;No especificado;Mexico;54.58;6;1/09/2026;Desktops;2026;327.48
Gerald Stevens;Femenino;Argentina;189.4;4;1/09/2026;Smartphones;2026;757.6
Madison Jones;Masculino;Italia;97.82;8;1/09/2026;Smartphones;2026;782.56
Caroline Cunningham;No especificado;Colombia;926;2;1/09/2026;Consolas;2026;1852
Randy Young;Femenino;Italia;720.92;4;1/09/2026;Cámaras;2026;2883.68
Jacob Thompson;Masculino;Alemania;256.16;7;1/09/2026;Laptops;2026;1793.12
David Fowler;Masculino;Francia;785.8;2;1/09/2026;Smartphones;2026;1571.6
Jennifer Thomas;Femenino;España;861.88;2;1/09/2026;Laptops;2026;1723.76
Samuel Gutierrez;No especificado;USA;586.31;7;1/09/2026;Consolas;2026;4104.17
Kenneth Taylor;Femenino;Mexico;169.23;2;1/09/2026;Tablets;2026;338.46
Sarah Campbell;No especificado;Alemania;228.73;5;1/09/2026;Smartphones;2026;1143.65
Erika Parks;No especificado;España;365.34;5;1/09/2026;Tablets;2026;1826.7
Andrew Thomas;Femenino;Brasil;554.47;4;1/09/2026;Cámaras;2026;2217.88
Bradley Cole;Masculino;Alemania;764.42;5;1/09/2026;Tablets;2026;3822.1
Bryan Mora;Femenino;España;313.18;8;1/09/2026;Televisores;2026;2505.44
Brett Bell;Masculino;Alemania;221.92;4;1/09/2026;Tablets;2026;887.68
Maria Rodgers;Masculino;Brasil;646.94;4;1/09/2026;Smartphones;2026;2587.76
Melissa Phillips;No especificado;Francia;860.32;2;1/09/2026;Cámaras;2026;1720.64
Kyle Day;No especificado;España;968.89;8;1/09/2026;Smartphones;2026;7751.12
Bonnie Marshall;Masculino;Brasil;857.66;5;1/09/2026;Cámaras;2026;4288.3
Janet Lawrence;No especificado;Colombia;511.97;1;1/09/2026;Consolas;2026;511.97
Marie Jenkins;Femenino;Francia;524.18;7;1/09/2026;Televisores;2026;3669.26
Jeremy Roberts;Femenino;Francia;554.29;8;1/09/2026;Smartphones;2026;4434.32
Juan Chen;Femenino;Colombia;421.94;7;1/09/2026;Tablets;2026;2953.58
Diana Knapp;Masculino;Mexico;465.83;7;1/09/2026;Cámaras;2026;3260.81
David Johnson;No especificado;Brasil;53.35;1;1/09/2026;Laptops;2026;53.35
Paul Reed;Masculino;Italia;866.09;9;1/10/2026;Tablets;2026;7794.81
Peter Ross;No especificado;Canada;748.52;9;1/10/2026;Desktops;2026;6736.68
George Alvarez;Femenino;Canada;388.48;1;1/10/2026;Desktops;2026;388.48
Jessica Williams;Femenino;Mexico;70.64;6;1/10/2026;Smartphones;2026;423.84
Mathew Atkinson;No especificado;Colombia;161.24;9;1/10/2026;Televisores;2026;1451.16
Mary Ruiz;Masculino;Italia;151.22;3;1/10/2026;Smartphones;2026;453.66
Patricia Young;No especificado;Argentina;174.46;7;1/10/2026;Desktops;2026;1221.22
Sydney Pearson;No especificado;Mexico;222.73;5;1/10/2026;Tablets;2026;1113.65
Patrick Arnold;Femenino;España;504.67;3;1/10/2026;Televisores;2026;1514.01
Richard Ross;Femenino;Brasil;134.64;2;1/10/2026;Consolas;2026;269.28
Katrina Haas;Masculino;Alemania;928.81;1;1/10/2026;Cámaras;2026;928.81
Marissa Adams;Femenino;Mexico;709.23;6;1/10/2026;Smartphones;2026;4255.38
Diana West;No especificado;España;727.05;6;1/10/2026;Cámaras;2026;4362.3
Melissa Herrera;Masculino;Colombia;641.11;10;1/10/2026;Desktops;2026;6411.1
Ian Gonzales;Femenino;Francia;711.5;10;1/10/2026;Smartphones;2026;7115
Amanda Brown;Femenino;Canada;609.7;5;1/10/2026;Tablets;2026;3048.5
Kenneth Gilmore;Masculino;Francia;404.74;5;1/10/2026;Smartphones;2026;2023.7
Thomas Wright;Masculino;Canada;424.32;1;1/10/2026;Desktops;2026;424.32
Isaiah Barton;Femenino;Colombia;373.5;8;1/10/2026;Cámaras;2026;2988
Joseph Baker;Masculino;Argentina;671.84;3;1/10/2026;Cámaras;2026;2015.52
Katherine Stein;Masculino;Brasil;968.46;5;1/10/2026;Televisores;2026;4842.3
Raven Wright;No especificado;Mexico;850.67;3;1/10/2026;Desktops;2026;2552.01
Zachary Garcia;No especificado;Italia;553.41;7;1/10/2026;Televisores;2026;3873.87
Kelsey Martinez;Femenino;Canada;580.62;8;1/10/2026;Laptops;2026;4644.96
Ryan Weber;No especificado;Colombia;440.33;7;1/10/2026;Cámaras;2026;3082.31
Maurice Woods;Femenino;Colombia;108.68;3;1/10/2026;Consolas;2026;326.04
Victor Watkins;Femenino;Argentina;386.43;1;1/10/2026;Televisores;2026;386.43
Lisa Miller;No especificado;Brasil;415.73;3;1/10/2026;Consolas;2026;1247.19
Marc Thompson;Masculino;Canada;589.93;9;1/10/2026;Televisores;2026;5309.37
Jacqueline Lester;Masculino;España;933.3;2;1/10/2026;Cámaras;2026;1866.6
Angela Allen;Femenino;España;840.31;9;1/10/2026;Cámaras;2026;7562.79
Tyler Yates;Femenino;España;577.87;2;1/10/2026;Smartphones;2026;1155.74
Kelly Holland;Masculino;Argentina;764.43;3;1/10/2026;Televisores;2026;2293.29
Joe Barker;Masculino;Italia;722.52;8;1/10/2026;Smartphones;2026;5780.16
Cynthia Campbell;No especificado;Canada;401.33;6;1/10/2026;Smartphones;2026;2407.98
Brandon Barber;Femenino;Italia;498.88;2;1/10/2026;Televisores;2026;997.76
